Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
Software Engineer,0.03870055574495994,0.2016790236250348,High School,0.0779825558016801,0.034117368163235025,0.2761882184642838,Medium,0.014621729212815035,0.2875606745186954,0.4581475153348705,0.2826867647810904,0.19008247976659529,0.3119302232067205,0.22419984792983033,0.26806503556827543,0.45814751533487064,0.19008247976659529
Mechanic,0.17994249853473093,0.13591604650276107,Master's,0.5124034953154091,0.11261615281657335,0.17518068215911425,Medium,0.05630807640828672,0.011261615281657351,0.05067726876745802,0.38289491957634963,0.0394156534858007,0.18018584450651748,0.4729878418296083,0.011261615281657351,0.45609541890712235,0.1576626139432028
Customer Support,0.010233090791961387,0.3263975844949109,PhD,0.2650348386098676,0.2385313547488808,0.3660004914136267,High,0.2801796865304314,0.3028969584112773,0.10601393544394702,0.06815181564253738,0.2839658985105724,0.30668317039141824,0.3748349860339556,0.1552346911857796,0.14008984326521573,0.2953245344509953
HR Specialist,0.19176854603109167,0.2953136240608075,Master's,0.36202765640545354,0.33477826291256996,0.18166262328589067,Medium,0.2919577874237528,0.29195778742375283,0.03892770498983372,0.3503493449085034,0.19853129544815193,0.32309995141561976,0.12456865596746787,0.3503493449085034,0.15181804946035146,0.0038927704989833744
HR Specialist,0.2564179267555801,0.261457086702065,Master's,0.03791127757179941,0.13479565358862014,0.29486549222510666,Medium,0.40017459659121607,0.24010475795472966,0.2653789430025959,0.18955638785899712,0.12215856106468702,0.13900801776326455,0.28222839970117347,0.3159273130983285,0.33277676979690607,0.33277676979690607
Teacher,0.3577996797631482,0.3516379129481042,Master's,0.249838737149628,0.03059249842648509,0.07931388480940578,Low,0.22434498846089043,0.45378872665952835,0.1784562408211628,0.061184996852970124,0.07138249632846515,0.3875049800688108,0.31612248374034563,0.05098749737747509,0.04078999790198006,0.3569124816423257
Retail Worker,0.1286296109414667,0.10882823429476456,High School,0.32349192644118757,0.28009666801615024,0.2936850822704549,High,0.031560187945481724,0.39055732582533625,0.1459658692478529,0.14596586924785293,0.3195469029480024,0.37477723185259537,0.39055732582533625,0.2958767619888911,0.14991089274103817,0.031560187945481724
Retail Worker,0.30963824196604056,0.19511513349988294,Bachelor's,0.2880608880034635,0.21604566600259761,0.5029634552441427,High,0.05658338871496606,0.25205327700303054,0.005143944428633281,0.24176538814576398,0.030863666571799658,0.061727333143599315,0.061727333143599315,0.33435638786116295,0.38579583214749574,0.29834877686073
Truck Driver,0.20365341846483032,0.3276967119062609,High School,0.1465077382814241,0.11483038946381892,0.3827679648793964,High,0.08711270924841433,0.38012818581126256,0.003959668602200655,0.3840878544134632,0.0158386744088026,0.352410505595858,0.20986243591663456,0.3920071916178645,0.027717680215404564,0.21778177312103586
Teacher,0.04909502747468306,0.352292612941103,PhD,0.221357191797993,0.2681827516014146,0.0804075269351684,Low,0.1915591082867247,0.26818275160141464,0.24689840623622292,0.38311821657344947,0.02128434536519163,0.11919233404507318,0.40440256193864105,0.3788613475004111,0.19581597735976305,0.2639258825283763
Mechanic,0.10539743574944342,0.36673418668194063,Bachelor's,0.0808282147446997,0.19568936201348347,0.1843450511721222,Medium,0.24673876079960957,0.03403293252408409,0.41264930685451945,0.42115753998554056,0.29778815958573573,0.2297222945375676,0.13187761353082583,0.3445834418063514,0.28927992645471473,0.06806586504816817
Mechanic,0.11699576871155093,0.028158422803986227,Bachelor's,0.3348036471393958,0.3878822741249098,0.24497827839467992,Medium,0.24906124970125784,0.1714847948762759,0.37971633151175377,0.3552185036722858,0.020414856532889984,0.01224891391973396,0.15515290964996392,0.3307206758328179,0.4042141593512218,0.06124456959866996
Customer Support,0.18504751918841875,0.3068619271587382,Bachelor's,0.13526473749157178,0.3452810404390122,0.3401393983706192,High,0.2990062618234744,0.16730112268694403,0.14594353255669582,0.0961091555861168,0.021357590130248176,0.3061254585335572,0.2883274667583504,0.3559598355041363,0.3559598355041363,0.19933750788231633
Chef,0.08567572255883772,0.30121292712818454,PhD,0.41055321967571545,0.37124493268548747,0.16985062279728186,Medium,0.19654143495114038,0.05677863676366278,0.41492080711907403,0.2664228340448792,0.10045451119724953,0.2926283587050313,0.2707904214882379,0.1572331479609123,0.04804346187694542,0.2926283587050313
Retail Worker,0.20460316435728665,0.3060157642727375,Bachelor's,0.3253967626766775,0.21974846310632767,0.40381127835778163,High,0.2324262590547696,0.23665219103758364,0.37188201448763136,0.16903727931255974,0.05493711577658192,0.012677795948441945,0.3211708306938635,0.2620077829344676,0.2958152387969795,0.08874457163909387
Graphic Designer,0.26347535629245306,0.36143105749858295,PhD,0.3804396538559158,0.2368042743388864,0.21566873801355776,Medium,0.2135120506334221,0.03493833555819636,0.2833887217498147,0.21351205063342216,0.17469167779098174,0.3532653928662075,0.11646111852732116,0.20186593878069004,0.2717426098970827,0.31056298273952315
Doctor,0.4351423046694611,0.36006339383098096,Bachelor's,0.3813540988575085,0.3495745906193828,0.010088732774008177,Low,0.022699648741518356,0.2814756443948277,0.1588975411906285,0.09533852471437711,0.26331592540161297,0.15435761144232488,0.24515620640839833,0.20883676842196894,0.26331592540161297,0.1815971899321469
Research Scientist,0.09092542678230413,0.11742730369634996,PhD,0.08756721789927809,0.34053918071941475,0.05405383820943094,Low,0.423241553179844,0.2529719628201367,0.47189000756833177,0.29189072633092694,0.1070265996546732,0.39891732598560015,0.17026959035970737,0.17026959035970737,0.01459453631654636,0.26756649913668307
Construction Worker,0.3661576548851058,0.15895140455477963,PhD,0.08800127761260068,0.1508593330501726,0.3631798758615267,High,0.2891470550128308,0.01676214811668584,0.33524296233371687,0.2640038328378021,0.0335242962333717,0.36457672153791715,0.3855294066837745,0.02514322217502877,0.11733503681680094,0.3394334993628884
Customer Support,0.25468334109212754,0.36959853623788713,PhD,0.37897049912106207,0.20671118133876115,0.3742918509837651,High,0.0918716361505605,0.29092684781010825,0.2028831964991544,0.2756149084516815,0.022967909037640125,0.0574197725941003,0.04976380291488694,0.2641309539328614,0.32155072652696176,0.2870988629705016
Data Scientist,0.28453292274362507,0.21034974977477794,High School,0.44226034890147053,0.17792083001783296,0.23157949303908426,Medium,0.05083452286223801,0.37617546918056116,0.09150214115202836,0.2846733280285328,0.42700999204279916,0.045751070576014206,0.27450642345608517,0.11691940258314738,0.1728373777316092,0.23892225745251858
Construction Worker,0.0289295429663452,0.03172938980483641,Master's,0.29904949891058286,0.22083655304166117,0.40895657970678,High,0.34045635260589424,0.25764264521527136,0.2714449297803751,0.25764264521527136,0.17482893782464842,0.15642589173784333,0.4140685369531147,0.2806464528237777,0.11041827652083058,0.23003807608506371
Teacher,0.431756873541961,0.0633713111884281,High School,0.4272810656879764,0.004594420061161041,0.030629467074406926,Low,0.16999354226295835,0.22512658299689078,0.390525705198688,0.041349780550449314,0.372148024954044,0.027566520366966215,0.385931285137527,0.022972100305805175,0.009188840122322081,0.3216094042812725
UX Researcher,0.033876548901228445,0.07703326211229829,Bachelor's,0.17871716810053198,0.43338913264379,0.29786194683422,Medium,0.36637019460609044,0.11616615926534578,0.07595479644272606,0.29935125656839107,0.41551741583373675,0.25020403534074476,0.254671964543258,0.12510201767037238,0.344030548593524,0.08489065484775268
Retail Worker,0.2147757012102227,0.06325084979303286,High School,0.2629126989730398,0.3118266894796519,0.4823462952735357,High,0.06725673694659161,0.372969177612917,0.17731321558646868,0.3546264311729374,0.09171373219989759,0.29348394303967235,0.32405518710630493,0.03057124406663253,0.2078844596531013,0.07948523457324456
Security Guard,0.27594130763771313,0.11664733794671449,High School,0.37210500805001917,0.12027636623839001,0.3549823309119151,High,0.09396591112374221,0.25558727825657884,0.28565636981617626,0.2255181866969813,0.17665591291263535,0.15410409424293722,0.1315522755732391,0.34955318938032104,0.3119668249308241,0.3645877351601198
AI Engineer,0.21830115711205508,0.30759309109789024,High School,0.3839564193661056,0.08144530107765875,0.03878347670364704,Low,0.36068633334391736,0.27924103226625857,0.01939173835182351,0.30251111828844685,0.3219028566402703,0.2908760752773527,0.31026781362917627,0.3219028566402703,0.07368860573692936,0.09308034408875286
AI Engineer,0.00017261951445633205,0.37920568612262123,High School,0.4002895222710389,0.14076115068871695,0.07331309931704015,Low,0.29911744521352357,0.19794536815600824,0.3123138030905907,0.3958907363120165,0.27272472945938914,0.23753444178720992,0.19354658219698584,0.2551295856232995,0.1583562945248066,0.1715526524018738
UX Researcher,0.413560658868442,0.18707147969201463,High School,0.029211931059599183,0.09598205919582595,0.2179302793335179,Medium,0.17944471936610937,0.13771338928096769,0.30463870962153444,0.2879461775874778,0.07094326114474094,0.3672357047492471,0.20865665042570858,0.3088118426300487,0.23786858148530776,0.41731330085141716
Customer Support,0.36551053309283077,0.0,High School,0.31816245802536725,0.3495305876898401,0.3435557058489882,High,0.08962322761277952,0.31816245802536725,0.21957690765130974,0.33608710354792315,0.04481161380638975,0.2419827145545047,0.17028413246428106,0.20613342350939287,0.2688696828383385,0.22405806903194878
Data Scientist,0.0802536431258069,0.06604732952235817,Master's,0.2346331381281773,0.1963256870052096,0.2979468420675268,Medium,0.00478843139037097,0.28730588342225793,0.27294058925114495,0.3447670601067095,0.28730588342225793,0.3974398054007901,0.45968941347561265,0.16280666727261284,0.1101339219785322,0.20111411839558055
Graphic Designer,0.39542456899431633,0.18460379808114352,High School,0.251203168311956,0.37474571010472124,0.14184514057687866,Medium,0.0411808472642551,0.10707020288706323,0.300620185029062,0.242966998859105,0.041180847264255076,0.3788637948311468,0.3253286933876152,0.008236169452851024,0.2676755072176581,0.31709252393476417
Doctor,0.283864553443181,0.44896638666306027,Bachelor's,0.03645607059704046,0.04166408068233196,0.01736003361763835,Low,0.43747284716448576,0.47392891776152635,0.062496121023497976,0.12499224204699595,0.08853617144995549,0.09895219162053846,0.4374728471644858,0.17186433281461944,0.16144831264403645,0.11978423196170447
Mechanic,0.21631699320085543,0.2820706818344938,Master's,0.15542094569080606,0.3026618416084118,0.1499675791753392,Medium,0.32311196604141257,0.24540149319600957,0.04499027375260173,0.16769102035060654,0.3517421402476137,0.3762822895672147,0.19223116967020748,0.19632119455680766,0.3762822895672147,0.2413114683094094
Research Scientist,0.18616925053659034,0.20192741428784416,Master's,0.48444222391420055,0.1330885230533518,0.08281063656653007,Low,0.09050019567627927,0.0159706227664022,0.1650297685861562,0.4152361919264576,0.14905914581975402,0.1171179002869496,0.11179435936481552,0.2768241279509718,0.521707010369139,0.24488288241816733
Financial Analyst,0.37669020364976163,0.318676861507988,PhD,0.3784667107623438,0.2376418881530996,0.15647202512138247,Medium,0.13202327119616641,0.13642404690270535,0.17603102826155523,0.1892333553811719,0.3520620565231105,0.15402714972886083,0.2068364582073274,0.27284809380541064,0.1672294768484775,0.369665159349266
UX Researcher,0.34411962162799875,0.271231703084006,Master's,0.1341799189962641,0.3285094568529225,0.2364856809895843,Medium,0.24522536920006888,0.2220909004076096,0.23134468792459328,0.35627081940387373,0.04626893758491865,0.1526874940302316,0.03701515006793494,0.34701703188689,0.1249261314792804,0.416420438264268
UX Researcher,0.2685778065826574,0.0,High School,0.01835563506293634,0.0978967203356604,0.36711270125872647,Medium,0.403823971384599,0.018355635062936304,0.13460799046153302,0.1407265354825118,0.4099425164055779,0.012237090041957558,0.06118545020978776,0.4894836016783019,0.11013381037761792,0.39770542636362033
Security Guard,0.38958731440796235,0.11115171702687957,Bachelor's,0.04604856848256436,0.11051656435815449,0.4246701315614271,High,0.39601768895005357,0.38220311840528426,0.18419427393025745,0.3085254088331813,0.09209713696512875,0.13354084859943668,0.4144371163430794,0.004604856848256416,0.04144371163430792,0.09670199381338519
Security Guard,0.2073826042826054,0.2407454051716295,High School,0.08377940099972706,0.26995584766578723,0.3930391651839048,High,0.41424259383198375,0.38166171566542323,0.1582499796661511,0.12101469033293909,0.17686762433275713,0.27461025883243867,0.1256691014995906,0.2885734923323932,0.19083085783271161,0.2559926141658327
Nurse,0.24043812617629168,0.17480590325595866,Bachelor's,0.10138742388845598,0.4470263689627378,0.09729096231720528,Low,0.05069371194422802,0.26268559825645416,0.45624340749805187,0.21660040557988325,0.08295334681782764,0.22120892484754034,0.23503448265051163,0.3410304258066247,0.32259634873599635,0.18434077070628363
Graphic Designer,0.08586602113694004,0.3139295023826417,Master's,0.28178910094822834,0.18207911138193217,0.14450723125550174,Medium,0.3901695243898546,0.2991299686988885,0.2947947517612235,0.3554877888885342,0.22976649769624774,0.3554877888885342,0.2167608468832526,0.030346518563655365,0.1777438944442671,0.2167608468832526
AI Engineer,0.31535547554624177,0.36555695943857364,PhD,0.053005759118593156,0.06746187524184588,0.03747881957880327,Low,0.13010504510927412,0.3517654923324819,0.12046763436043896,0.3035784385883063,0.23611656334646045,0.2746662063418009,0.404771251451075,0.19274821497670241,0.3710403138301521,0.2023856257255375
Chef,0.2601214232903977,0.33682465943311474,Master's,0.3473036488377005,0.06511943415706886,0.11657182657746896,Medium,0.27856646833857224,0.025324224394415663,0.30389069273298785,0.15918083905061273,0.332832663469463,0.26047773662827534,0.22068252686562218,0.34368590249564107,0.1447098536823752,0.34368590249564107
Data Scientist,0.3670927335989313,0.06411586323222307,High School,0.22312320404813618,0.1255068022770766,0.24274978218200008,Medium,0.07437440134937877,0.3904656070842384,0.3951140071685744,0.44624640809627236,0.06972600126504254,0.28820080522884256,0.2184748039638,0.1580456028674298,0.16269400295176595,0.190584403457783
Marketing Manager,0.00011783488518466699,0.16221664975626832,PhD,0.2822569705759068,0.21639701077486187,0.14635546622454432,Medium,0.03763426274345425,0.0,0.45631543576438255,0.00470428284293181,0.04704282842931779,0.14583276813088517,0.3810469102774742,0.4516111529214509,0.37163834459161066,0.3245955161622928
Marketing Manager,0.1901638924865406,0.15128539810521635,High School,0.21537539402978978,0.346993690381328,0.2393059933664331,Medium,0.3230630910446846,0.26323659270307637,0.27520189237139797,0.33901682393578014,0.09971083056934711,0.19543322791592033,0.08774553090102546,0.3948548890546146,0.3749127229407451,0.01595373289109553
Construction Worker,0.11245416466784518,0.18522291801011737,PhD,0.33303080658219103,0.06445757546752086,0.31433015197124364,High,0.3294498301673287,0.010742929244586797,0.2506683490403588,0.10742929244586806,0.32944983016732876,0.34735471224164005,0.33661178299705324,0.16830589149852662,0.30796397167815515,0.3008020188484306
Research Scientist,0.15866341024657832,0.45755317557055325,Master's,0.42358865138396984,0.020413910910070856,0.08505796212529522,Low,0.11737998773290731,0.06124173273021251,0.040827821820141684,0.3572434409262396,0.17351824273560212,0.3674503963812751,0.03572434409262397,0.1633112872805667,0.27558779728595634,0.40317474047389906
Customer Support,0.35059960991786115,0.1503350682320847,Master's,0.22888514138334895,0.3233456759225088,0.3229419984244783,High,0.08356124209233373,0.007266194964550767,0.316079480957958,0.007266194964550767,0.31607948095795807,0.19255416656059515,0.3415111633338857,0.29064779858203044,0.36330974822753803,0.1271584118796383
Mechanic,0.11584115822717768,0.2586119771250915,High School,0.18749368341569128,0.22499242009882953,0.2604078936329046,Medium,0.40779876142912846,0.45935952436844363,0.3609253405752056,0.19686836758647583,0.19686836758647583,0.34686331431902884,0.11249621004941476,0.051560762939315094,0.16405697298872984,0.1359329204763762
Data Scientist,0.2075128292885546,0.26208840694105157,Bachelor's,0.10283115731157728,0.01788367953244824,0.12915990773434832,Medium,0.44262106842809346,0.1922495549738184,0.16989495555825807,0.3040225520516198,0.09836023742846522,0.4247373888956453,0.35320267076585243,0.04023827894800849,0.18777863509070633,0.39344094971386095
Software Engineer,0.37968827181043885,0.42708690163222357,PhD,0.26052300999565636,0.07260477327747802,0.30845165117882817,Medium,0.09822998737541142,0.4014616875342901,0.2776064860609453,0.26052300999565636,0.21781431983243402,0.09822998737541143,0.07687564229380021,0.09395911835908917,0.08114651131012247,0.3331277832731344
Research Scientist,0.407501769296516,0.05680714255754927,High School,0.02471110701253392,0.399496230035965,0.10067488042143452,Low,0.38302215869427575,0.4077332657068097,0.07001480320217941,0.1647407134168928,0.31300735549209635,0.28829624847956237,0.061777767531334786,0.3377184625046302,0.09060739237929104,0.09060739237929105
Financial Analyst,0.24625226049384863,0.322312968389524,Bachelor's,0.2297822870476981,0.2258876720129914,0.1254931511183286,Medium,0.34272612305419375,0.1051546059370822,0.0506299954511877,0.3466207380889006,0.37388304333184774,0.3349368929847803,0.3154638178112466,0.25704459229064536,0.21420382690887113,0.035051535312360715
Marketing Manager,0.10077589822498809,0.44017912019256,Master's,0.17493044295059884,0.12292409504636675,0.28367098856853873,Medium,0.2363924904737822,0.037822798475805164,0.10401269580846416,0.32149378704434384,0.037822798475805164,0.40186723380542977,0.23639249047378222,0.22693679085483093,0.278943138759063,0.3876836843770028
Financial Analyst,0.004968397392145847,0.09201407435635102,Master's,0.2592167923296059,0.21728466415864028,0.1524804660762388,Medium,0.33545702536772526,0.3049609321524776,0.25159276902579397,0.3240209904120074,0.33164501371581934,0.2706528272853238,0.3202089787601014,0.2668408156334178,0.2592167923296059,0.23634472241817012
Financial Analyst,0.00899224264139827,0.4111144865790764,Master's,0.07065078584173756,0.3885793221295566,0.2943782743405733,Medium,0.013247022345325807,0.36650095155401363,0.057403763496411755,0.15013291991369235,0.3267598845180363,0.07065078584173756,0.362085277438905,0.36650095155401363,0.2251993798705385,0.004415674115108602
Marketing Manager,0.29648259927045484,0.1684389193875483,Bachelor's,0.2523776475490098,0.3989195074161768,0.2261448454740232,Medium,0.10583578768184283,0.25644825476754224,0.21981278980075047,0.3175073630455285,0.04477667940385658,0.3093661486084637,0.2198127898007505,0.390778292979112,0.13840064543010216,0.25644825476754224
Retail Worker,0.32598459957343895,0.0589658661531324,Master's,0.04275025296102097,0.4018523778335972,0.3895023047559689,High,0.029925177072714686,0.12825075888306292,0.30352679602324883,0.029925177072714686,0.24795146717392164,0.1496258853635734,0.26505156835833005,0.021375126480510483,0.3719272007608825,0.41467745372190346
Nurse,0.10822290194569975,0.19800581293840633,High School,0.39151149376457606,0.06786199225252651,0.11020323528188071,Low,0.010440306500388704,0.010440306500388704,0.16704490400621907,0.255787509259523,0.40195180026496474,0.35497042101321563,0.23490689625874564,0.1409441377552474,0.5220153250194347,0.22446658975835693
Retail Worker,0.02496249033007739,0.12668923319466963,PhD,0.07347975525290837,0.3628062915612351,0.41842638407906163,High,0.101034663472749,0.03673987762645419,0.31228895982486055,0.2985115057149403,0.12399708698928288,0.43628604681414346,0.06888727054960159,0.19747684224219125,0.43169356211083665,0.19288435753888447
Retail Worker,0.1042362210062676,0.28626906331264096,High School,0.17477479654877026,0.11797298767041993,0.4369369913719256,High,0.17914416646248946,0.38887392232101375,0.10049550801554288,0.09175676818810437,0.01310810974115778,0.2840090443917517,0.16166668680761248,0.37576581257985603,0.20536038594480502,0.4238288816307678
Lawyer,0.13016457913202903,0.3281956103570524,PhD,0.3450156353878513,0.30932436276152186,0.24675447741659867,Medium,0.3331185445124081,0.30139296884455974,0.24983890838430606,0.05155406046025364,0.011897090875443158,0.3648441201802565,0.24587321142582505,0.31725575667848394,0.19035345400709036,0.04758836350177259
Doctor,0.05186398604386322,0.5398614531984539,PhD,0.37250440270693314,0.2321404248753352,0.029992302955469674,Low,0.26453211206724236,0.032391687191907235,0.3131196428551032,0.14576259236358255,0.43188916255876314,0.16735705049152066,0.2483362684712888,0.005398614531984514,0.03779030172389178,0.21054596674739703
Marketing Manager,0.31773570613820357,0.22059789082011616,Master's,0.27417166430500145,0.13251630441408405,0.26909441126231626,Medium,0.3929793855038354,0.35642316359650195,0.01827811095366673,0.21933733144400117,0.0456952773841669,0.10966866572200058,0.4523832461032524,0.06397338833783368,0.22847638692083455,0.28331071978183486
AI Engineer,0.25677593806710935,0.0,Master's,0.3532207212961435,0.006307512880288283,0.05606678115811803,Low,0.32799066977499036,0.05676761592259451,0.2207629508100896,0.018922538640864846,0.05046010304230623,0.2523005152115311,0.0819976674437476,0.35952823417643176,0.43521838873989105,0.5046010304230621
